21:08  up 15 days, 26 mins, 2 users, load averages: 17.35 23.57 23.40
21:08  up 15 days, 26 mins, 2 users, load averages: 16.60 23.21 23.27
21:08  up 15 days, 26 mins, 2 users, load averages: 15.98 22.85 23.15
21:08  up 15 days, 26 mins, 2 users, load averages: 17.44 22.93 23.17
21:08  up 15 days, 26 mins, 2 users, load averages: 17.10 22.67 23.07
21:08  up 15 days, 27 mins, 2 users, load averages: 16.16 22.28 22.93
21:09  up 15 days, 27 mins, 2 users, load averages: 15.36 21.91 22.79
21:09  up 15 days, 27 mins, 2 users, load averages: 14.79 21.57 22.66
21:09  up 15 days, 27 mins, 2 users, load averages: 14.21 21.22 22.52
21:09  up 15 days, 27 mins, 2 users, load averages: 13.41 20.82 22.36
21:09  up 15 days, 27 mins, 2 users, load averages: 13.03 20.49 22.23
21:09  up 15 days, 28 mins, 2 users, load averages: 13.20 20.28 22.13
21:10  up 15 days, 28 mins, 2 users, load averages: 12.63 19.92 21.99
21:10  up 15 days, 28 mins, 2 users, load averages: 12.96 19.76 21.90
21:10  up 15 days, 28 mins, 2 users, load averages: 14.12 19.80 21.89
21:10  up 15 days, 28 mins, 2 users, load averages: 13.51 19.48 21.75
21:10  up 15 days, 28 mins, 2 users, load averages: 13.26 19.23 21.64
21:10  up 15 days, 29 mins, 2 users, load averages: 12.97 18.97 21.52
21:11  up 15 days, 29 mins, 2 users, load averages: 13.14 18.81 21.43
21:11  up 15 days, 29 mins, 2 users, load averages: 12.88 18.57 21.31
21:11  up 15 days, 29 mins, 2 users, load averages: 12.16 18.13 21.11
21:11  up 15 days, 29 mins, 2 users, load averages: 12.05 17.91 21.00
21:11  up 15 days, 29 mins, 2 users, load averages: 11.50 17.60 20.85
21:11  up 15 days, 30 mins, 2 users, load averages: 11.12 17.32 20.71
21:12  up 15 days, 30 mins, 2 users, load averages: 12.83 17.47 20.73
21:12  up 15 days, 30 mins, 2 users, load averages: 15.15 17.80 20.81
21:12  up 15 days, 30 mins, 2 users, load averages: 16.76 18.06 20.86
21:12  up 15 days, 30 mins, 2 users, load averages: 17.55 18.17 20.87
21:12  up 15 days, 30 mins, 2 users, load averages: 19.61 18.60 20.99
21:12  up 15 days, 31 mins, 2 users, load averages: 20.28 18.77 21.02
21:13  up 15 days, 31 mins, 2 users, load averages: 20.29 18.82 21.01
21:13  up 15 days, 31 mins, 2 users, load averages: 21.42 19.10 21.08
21:13  up 15 days, 31 mins, 2 users, load averages: 22.50 19.41 21.17
21:13  up 15 days, 31 mins, 2 users, load averages: 23.88 19.81 21.29
21:13  up 15 days, 31 mins, 2 users, load averages: 23.92 19.96 21.33
21:13  up 15 days, 32 mins, 2 users, load averages: 23.23 19.94 21.30
21:14  up 15 days, 32 mins, 2 users, load averages: 23.96 20.21 21.38
21:14  up 15 days, 32 mins, 2 users, load averages: 22.95 20.12 21.34
21:14  up 15 days, 32 mins, 2 users, load averages: 21.65 19.93 21.26
21:14  up 15 days, 32 mins, 2 users, load averages: 22.62 20.20 21.33
21:14  up 15 days, 32 mins, 2 users, load averages: 23.54 20.47 21.42
21:14  up 15 days, 33 mins, 2 users, load averages: 23.60 20.57 21.44
21:15  up 15 days, 33 mins, 2 users, load averages: 25.96 21.17 21.64
21:15  up 15 days, 33 mins, 2 users, load averages: 26.80 21.51 21.75
21:15  up 15 days, 33 mins, 2 users, load averages: 25.68 21.44 21.73
21:15  up 15 days, 33 mins, 2 users, load averages: 25.02 21.43 21.72
21:15  up 15 days, 33 mins, 2 users, load averages: 23.76 21.28 21.66
21:15  up 15 days, 34 mins, 2 users, load averages: 23.04 21.20 21.63
21:16  up 15 days, 34 mins, 2 users, load averages: 22.43 21.13 21.60
21:16  up 15 days, 34 mins, 2 users, load averages: 21.29 20.93 21.52
21:16  up 15 days, 34 mins, 2 users, load averages: 20.44 20.77 21.46
21:16  up 15 days, 34 mins, 2 users, load averages: 20.14 20.69 21.42
21:16  up 15 days, 34 mins, 2 users, load averages: 18.95 20.42 21.32
21:16  up 15 days, 35 mins, 2 users, load averages: 18.01 20.17 21.22
21:17  up 15 days, 35 mins, 2 users, load averages: 17.47 19.99 21.14
21:17  up 15 days, 35 mins, 2 users, load averages: 17.16 19.84 21.07
21:17  up 15 days, 35 mins, 2 users, load averages: 16.53 19.61 20.98
21:17  up 15 days, 35 mins, 2 users, load averages: 17.01 19.61 20.96
21:17  up 15 days, 35 mins, 2 users, load averages: 16.24 19.36 20.86
21:17  up 15 days, 36 mins, 2 users, load averages: 15.96 19.20 20.78
21:18  up 15 days, 36 mins, 2 users, load averages: 15.40 18.98 20.68
21:18  up 15 days, 36 mins, 2 users, load averages: 14.82 18.73 20.58
21:18  up 15 days, 36 mins, 2 users, load averages: 14.22 18.47 20.46
21:18  up 15 days, 36 mins, 2 users, load averages: 14.42 18.38 20.41
21:18  up 15 days, 36 mins, 2 users, load averages: 14.05 18.17 20.31
21:18  up 15 days, 37 mins, 2 users, load averages: 13.74 17.96 20.21
21:19  up 15 days, 37 mins, 2 users, load averages: 12.86 17.63 20.07
21:19  up 15 days, 37 mins, 2 users, load averages: 12.97 17.50 19.99
21:19  up 15 days, 37 mins, 2 users, load averages: 12.66 17.28 19.88
21:19  up 15 days, 37 mins, 2 users, load averages: 12.69 17.14 19.80
21:19  up 15 days, 37 mins, 2 users, load averages: 12.44 16.94 19.70
21:19  up 15 days, 38 mins, 2 users, load averages: 12.14 16.73 19.59
21:20  up 15 days, 38 mins, 2 users, load averages: 12.15 16.57 19.50
21:20  up 15 days, 38 mins, 2 users, load averages: 11.51 16.29 19.37
21:20  up 15 days, 38 mins, 2 users, load averages: 11.12 16.05 19.25
21:20  up 15 days, 38 mins, 2 users, load averages: 10.80 15.82 19.13
21:20  up 15 days, 38 mins, 2 users, load averages: 10.37 15.56 19.00
21:21  up 15 days, 39 mins, 2 users, load averages: 10.13 15.25 18.83
21:21  up 15 days, 39 mins, 2 users, load averages: 10.18 15.10 18.73
21:21  up 15 days, 39 mins, 2 users, load averages: 10.01 14.89 18.61
21:21  up 15 days, 39 mins, 2 users, load averages: 9.62 14.65 18.48
21:21  up 15 days, 39 mins, 2 users, load averages: 10.00 14.56 18.41
21:21  up 15 days, 40 mins, 2 users, load averages: 10.49 14.51 18.34
21:22  up 15 days, 40 mins, 2 users, load averages: 10.25 14.33 18.23
21:22  up 15 days, 40 mins, 2 users, load averages: 10.13 14.17 18.13
21:22  up 15 days, 40 mins, 2 users, load averages: 9.97 14.00 18.02
21:22  up 15 days, 40 mins, 2 users, load averages: 9.58 13.79 17.90
21:22  up 15 days, 40 mins, 2 users, load averages: 9.64 13.66 17.81
21:22  up 15 days, 41 mins, 2 users, load averages: 9.54 13.51 17.71
21:23  up 15 days, 41 mins, 2 users, load averages: 9.53 13.37 17.61
21:23  up 15 days, 41 mins, 2 users, load averages: 9.81 13.31 17.54
21:23  up 15 days, 41 mins, 2 users, load averages: 9.62 13.15 17.43
21:23  up 15 days, 41 mins, 2 users, load averages: 10.40 13.20 17.40
21:23  up 15 days, 41 mins, 2 users, load averages: 10.03 13.03 17.29
21:23  up 15 days, 42 mins, 2 users, load averages: 11.64 13.27 17.32
21:24  up 15 days, 42 mins, 2 users, load averages: 13.51 13.62 17.40
21:24  up 15 days, 42 mins, 2 users, load averages: 13.58 13.63 17.36
21:24  up 15 days, 42 mins, 2 users, load averages: 15.01 13.94 17.43
21:24  up 15 days, 42 mins, 2 users, load averages: 16.62 14.32 17.52
21:24  up 15 days, 42 mins, 2 users, load averages: 16.88 14.46 17.53
21:24  up 15 days, 43 mins, 2 users, load averages: 17.53 14.69 17.58
21:25  up 15 days, 43 mins, 2 users, load averages: 17.41 14.75 17.56
21:25  up 15 days, 43 mins, 2 users, load averages: 18.73 15.12 17.66
21:25  up 15 days, 43 mins, 2 users, load averages: 19.47 15.39 17.73
21:25  up 15 days, 43 mins, 2 users, load averages: 19.14 15.46 17.73
21:25  up 15 days, 43 mins, 2 users, load averages: 18.74 15.49 17.71
21:25  up 15 days, 44 mins, 2 users, load averages: 18.10 15.46 17.67
21:26  up 15 days, 44 mins, 2 users, load averages: 19.94 15.94 17.82
21:26  up 15 days, 44 mins, 2 users, load averages: 19.41 15.96 17.80
21:26  up 15 days, 44 mins, 2 users, load averages: 21.05 16.42 17.94
21:26  up 15 days, 44 mins, 2 users, load averages: 21.00 16.57 17.98
21:26  up 15 days, 44 mins, 2 users, load averages: 23.10 17.16 18.17
21:26  up 15 days, 45 mins, 2 users, load averages: 25.44 17.86 18.41
21:27  up 15 days, 45 mins, 2 users, load averages: 28.73 18.85 18.75
21:27  up 15 days, 45 mins, 2 users, load averages: 27.14 18.83 18.75
21:27  up 15 days, 45 mins, 2 users, load averages: 26.83 19.05 18.83
21:27  up 15 days, 45 mins, 2 users, load averages: 29.99 19.99 19.16
21:27  up 15 days, 45 mins, 2 users, load averages: 33.41 21.05 19.55
21:27  up 15 days, 46 mins, 2 users, load averages: 34.33 21.66 19.78
21:28  up 15 days, 46 mins, 2 users, load averages: 36.79 22.58 20.13
21:28  up 15 days, 46 mins, 2 users, load averages: 41.48 24.06 20.68
21:28  up 15 days, 46 mins, 2 users, load averages: 43.06 24.96 21.04
21:28  up 15 days, 46 mins, 2 users, load averages: 45.51 26.08 21.49
21:28  up 15 days, 46 mins, 2 users, load averages: 48.27 27.32 21.98
21:28  up 15 days, 47 mins, 2 users, load averages: 52.60 28.92 22.61
21:29  up 15 days, 47 mins, 2 users, load averages: 52.17 29.61 22.93
21:29  up 15 days, 47 mins, 2 users, load averages: 49.79 29.87 23.10
21:29  up 15 days, 47 mins, 2 users, load averages: 44.29 29.34 22.99
21:29  up 15 days, 47 mins, 2 users, load averages: 40.96 29.12 22.98
21:29  up 15 days, 47 mins, 2 users, load averages: 38.83 29.05 23.03
21:29  up 15 days, 48 mins, 2 users, load averages: 35.76 28.72 22.98
21:30  up 15 days, 48 mins, 2 users, load averages: 32.48 28.25 22.88
21:30  up 15 days, 48 mins, 2 users, load averages: 30.11 27.88 22.81
21:30  up 15 days, 48 mins, 2 users, load averages: 35.37 29.12 23.32
21:30  up 15 days, 48 mins, 2 users, load averages: 31.75 28.61 23.23
21:30  up 15 days, 48 mins, 2 users, load averages: 29.02 28.13 23.13
21:31  up 15 days, 49 mins, 2 users, load averages: 27.55 27.85 23.08
21:31  up 15 days, 49 mins, 2 users, load averages: 27.03 27.73 23.10
21:31  up 15 days, 49 mins, 2 users, load averages: 25.03 27.28 22.99
21:31  up 15 days, 49 mins, 2 users, load averages: 24.32 27.06 22.96
21:31  up 15 days, 49 mins, 2 users, load averages: 23.54 26.79 22.92
21:31  up 15 days, 49 mins, 2 users, load averages: 22.78 26.52 22.86
21:32  up 15 days, 50 mins, 2 users, load averages: 23.21 26.49 22.90
21:32  up 15 days, 50 mins, 2 users, load averages: 22.94 26.32 22.88
21:32  up 15 days, 50 mins, 2 users, load averages: 23.81 26.39 22.94
21:32  up 15 days, 50 mins, 2 users, load averages: 24.13 26.37 22.97
21:32  up 15 days, 50 mins, 2 users, load averages: 22.50 25.94 22.86
